X,Y
-118.2273593,33.8967779
-118.1024337,33.97010664
-118.1303393,34.68945804
-118.2817022,33.83039298
-118.0939586,34.57269539
-118.2083272,33.90030609
-118.1267829,33.97582473
-118.0823918,33.88564926
-118.2902713,33.82809125
-118.3120446,33.7904927
-118.0245108,33.92503849
-118.5346909,34.47015867
-118.0904126,34.06264199
-118.3631226,34.09074454
-118.0818332,33.96804594
-118.1774636,33.88911826
-117.8111343,34.01693836
-118.1062702,34.70425759
-118.0368806,34.05164682
-118.0948628,34.70420245
-118.0600123,34.06272035
-118.0957317,34.57959907
-118.1369408,34.69836526
-118.1478773,34.68280002
-118.2079731,33.89603798
-118.0761356,34.10341107
-118.1295071,34.58252991
-118.3437911,33.91819676
-118.1244301,34.69971852
-118.3262037,34.26243109
-118.0552529,33.90879231
-118.3482819,34.06226266
-118.1728798,34.02948874
-118.5167979,34.37202443
-118.1908382,34.0483587
-118.0666087,33.98524682
-118.1315233,33.89650685
-118.0808106,33.97017354
-118.1026418,33.97017155
-118.0641694,34.04801674
-118.2697424,34.03327692
-118.1741952,34.59340835
-118.4506142,34.42126082
-118.0791425,33.83867458
-118.2370294,34.66010049
-118.1936065,33.88870096
-118.0657054,33.89520159
-117.9068163,33.97914508
-118.0804653,34.01222755
-118.1389255,34.69448281
-118.5599073,34.4131914
-118.1117342,34.57749246
-117.9563125,34.08792733
-118.1922688,33.89619011
-118.0766978,34.00471094
-118.0808106,33.97017354
-118.1338479,34.69998826
-118.1016968,34.14097726
-118.0762377,34.59103778
-118.0885081,33.99303597
-117.9694543,34.57972141
-118.0635613,33.85861374
-118.1436111,33.99515194
-118.2415541,33.91053477
-117.9694543,34.57972141
-118.0020471,34.0529503
-117.8980586,34.00591052
-118.0974536,34.56933403
-118.2311576,34.05913145
-118.0817904,33.83149631
-118.0797269,33.88105153
-118.1143255,34.58231762
-117.9986677,34.05083772
-118.09061,34.06504835
-118.0817904,33.83149631
-118.2027071,33.92651946
-118.0860191,34.5727667
-118.144133,34.14944696
-118.2581528,33.9164434
-118.0274555,33.91720226
-117.9902669,33.91491513
-118.1647184,34.57382627
-118.0804653,34.01222755
-118.0902383,34.06024839
-118.0751035,34.01280031
-118.0545274,34.57303222
-118.0545308,33.98343628
-118.0545308,33.98343628
-118.0598213,34.56222515
-117.992964,33.92213662
-118.0909503,33.86932685
-118.3862858,34.08566426
-118.0938036,34.57987524
-117.9935316,33.93045321
-118.0754339,33.97594532
-118.07357,33.82669595
-118.1271705,33.97452515
-118.071959,33.83331782
-117.9905656,34.03607543
-118.0419517,33.92386705
-118.069424,33.84206633
-117.8839679,33.99560016
-118.2932106,33.92956173
-118.3656091,33.94443905
-118.0817904,33.83149631
-118.0836126,34.68846458
-118.1287689,33.88214349
-118.1720577,34.69602823
-118.0859017,33.8929304
-118.1407041,34.69009758
-118.6562585,34.19033905
-118.0626233,34.55809821
-118.2430093,33.94566823
-117.8978618,34.50637132
-118.1568176,34.68940585
-118.2903344,33.81254772
-118.2661423,33.86699162
-118.4477314,34.42648898
-118.1427718,33.89287016
-118.6452931,34.15502399
-117.8244708,34.10660225
-118.3440876,34.09434275
-118.368967,34.09729716
-118.2647567,33.84753181
-118.1362317,34.58240269
-118.2120891,33.93255002
-118.1303393,34.68945804
-118.2389809,33.92776931
-118.0835648,34.06260193
-118.3403912,33.88733653
-118.2516894,34.04871627
-118.0871226,34.06685186
-118.2517547,34.04875894
-118.3471534,33.93458413
-118.0948725,33.97186765
-117.9813238,34.05827575
-117.9482309,34.04946524
-118.0033039,33.93518442
-118.1290884,33.87843268
-118.0900084,33.91710099
-118.22649,33.89719889
-117.9836573,34.52115224
-118.2105004,33.90890462
-118.045063,33.94477149
-118.0957317,34.57959907
-118.1616591,34.02752557
-118.0864544,34.08633585
-117.8275489,34.10673053
-118.0775509,34.003776
-118.7546139,34.15230398
-118.1791285,34.1917998
-117.908045,34.00638013
